Target Name, Instrument Mode, Hours on Mode, Program ID, Program PIs, Program Title
UX-TAU-A-BG,MIRI Medium Resolution Spectroscopy,0.67,1676.0,PI: Catherine Espaillat,EUV vs. X-ray Photoevaporation of Protoplanetary Disks
RXJ1615.3,MIRI Medium Resolution Spectroscopy,1.26,1676.0,PI: Catherine Espaillat,EUV vs. X-ray Photoevaporation of Protoplanetary Disks
RXJ1615.3-BG,MIRI Medium Resolution Spectroscopy,0.64,1676.0,PI: Catherine Espaillat,EUV vs. X-ray Photoevaporation of Protoplanetary Disks
GM-AUR,MIRI Medium Resolution Spectroscopy,1.26,1676.0,PI: Catherine Espaillat,EUV vs. X-ray Photoevaporation of Protoplanetary Disks
GM-AUR-BG,MIRI Medium Resolution Spectroscopy,0.64,1676.0,PI: Catherine Espaillat,EUV vs. X-ray Photoevaporation of Protoplanetary Disks
SZ-CHA,MIRI Medium Resolution Spectroscopy,1.26,1676.0,PI: Catherine Espaillat,EUV vs. X-ray Photoevaporation of Protoplanetary Disks
SZ-CHA-BG,MIRI Medium Resolution Spectroscopy,0.67,1676.0,PI: Catherine Espaillat,EUV vs. X-ray Photoevaporation of Protoplanetary Disks
WASP-121WATASTAR,NIRSpec Bright Object Time Series,44.68,1729.0,PI: Thomas Mikal-Evans Co-PI: Tiffany Kataria,A NIRSpec Phase Curve for the Ultrahot Jupiter WASP-121b
GL486,MIRI Low Resolution Spectroscopy,6.26,1743.0,PI: Megan Mansfield,Constraining the Atmosphere of the Terrestrial Exoplanet Gl486b
GL486,MIRI Low Resolution Spectroscopy,6.26,1743.0,PI: Megan Mansfield,Constraining the Atmosphere of the Terrestrial Exoplanet Gl486b
ESO-HA569,NIRSpec IFU Spectroscopy,2.38,1751.0,PI: Melissa McClure,Mapping Inclined Disk Astrochemical Signatures (MIDAS)
ESO-HA569,MIRI Medium Resolution Spectroscopy,3.86,1751.0,PI: Melissa McClure,Mapping Inclined Disk Astrochemical Signatures (MIDAS)
ESO-HA569SKY,MIRI Medium Resolution Spectroscopy,1.03,1751.0,PI: Melissa McClure,Mapping Inclined Disk Astrochemical Signatures (MIDAS)
TAU042021SKY,MIRI Medium Resolution Spectroscopy,2.12,1751.0,PI: Melissa McClure,Mapping Inclined Disk Astrochemical Signatures (MIDAS)
TAU042021,NIRSpec IFU Spectroscopy,8.11,1751.0,PI: Melissa McClure,Mapping Inclined Disk Astrochemical Signatures (MIDAS)
TAU042021,MIRI Medium Resolution Spectroscopy,7.35,1751.0,PI: Melissa McClure,Mapping Inclined Disk Astrochemical Signatures (MIDAS)
11,MIRI Medium Resolution Spectroscopy,1.67,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
34,MIRI Medium Resolution Spectroscopy,1.67,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
39,MIRI Medium Resolution Spectroscopy,1.69,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
76,MIRI Medium Resolution Spectroscopy,1.62,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
62,MIRI Medium Resolution Spectroscopy,1.72,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
86,MIRI Medium Resolution Spectroscopy,1.67,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
122,MIRI Medium Resolution Spectroscopy,1.67,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
94,MIRI Medium Resolution Spectroscopy,1.70,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
F64,MIRI Medium Resolution Spectroscopy,1.67,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
69,MIRI Medium Resolution Spectroscopy,1.69,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
F51,MIRI Medium Resolution Spectroscopy,1.66,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
F16,MIRI Medium Resolution Spectroscopy,1.65,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
F11,MIRI Medium Resolution Spectroscopy,2.18,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
123,MIRI Medium Resolution Spectroscopy,1.62,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
105,MIRI Medium Resolution Spectroscopy,1.66,1759.0,PI: Maria Claudia Ramirez-Tannus,Physics and Chemistry of Planet-Forming Disks in Extreme Radiation Environments
GJ1214,MIRI Low Resolution Spectroscopy,26.28,1803.0,PI: Jacob Bean Co-PI: Eliza Kempton,Unlocking the Mysteries of the Archetype Sub-Neptune GJ1214b with a Full-Orbit Phase Curve
GJ1214,MIRI Low Resolution Spectroscopy,22.32,1803.0,PI: Jacob Bean Co-PI: Eliza Kempton,Unlocking the Mysteries of the Archetype Sub-Neptune GJ1214b with a Full-Orbit Phase Curve
HD-205827,NIRISS Aperture Masking Interferometry,1.03,1843.0,PI: Jens Kammerer Co-PI: Tomas Stolker,Cloud Composition and Origin of the Reddest Known Sub-stellar Companion HD 206893 B
LHS-3844,MIRI Low Resolution Spectroscopy,3.85,1846.0,PI: Laura Kreidberg,A Search for Signatures of Volcanism and Geodynamics on the Hot Rocky Exoplanet LHS 3844b
LHS-3844,MIRI Low Resolution Spectroscopy,3.85,1846.0,PI: Laura Kreidberg,A Search for Signatures of Volcanism and Geodynamics on the Hot Rocky Exoplanet LHS 3844b
LHS-3844,MIRI Low Resolution Spectroscopy,3.85,1846.0,PI: Laura Kreidberg,A Search for Signatures of Volcanism and Geodynamics on the Hot Rocky Exoplanet LHS 3844b
HD-136164,NIRCam Imaging,2.26,1902.0,PI: Jens Kammerer Co-PIs: Laurent Pueyo and Anand Sivaramakrishnan,High Resolution, High Contrast Kernel Phase Imaging with NIRCam
HD-135067,NIRCam Imaging,2.00,1902.0,PI: Jens Kammerer Co-PIs: Laurent Pueyo and Anand Sivaramakrishnan,High Resolution, High Contrast Kernel Phase Imaging with NIRCam
WD1620-391,MIRI Imaging,3.61,1911.0,PI: Susan Mullally Co-PI: Fergal Mullally,A Search for the Giant Planets that Drive White Dwarf Accretion
WD1202-232,MIRI Imaging,4.81,1911.0,PI: Susan Mullally Co-PI: Fergal Mullally,A Search for the Giant Planets that Drive White Dwarf Accretion
WD2105-82,MIRI Imaging,7.56,1911.0,PI: Susan Mullally Co-PI: Fergal Mullally,A Search for the Giant Planets that Drive White Dwarf Accretion
WD2149+02,MIRI Imaging,8.64,1911.0,PI: Susan Mullally Co-PI: Fergal Mullally,A Search for the Giant Planets that Drive White Dwarf Accretion
TOI-421,NIRISS Single-Object Slitless Spectroscopy,5.42,1935.0,PI: Eliza Kempton,Unshrouding the Sub-Neptune Population: The Case of TOI-421b
TOI-42105272374-1416122,NIRSpec Bright Object Time Series,5.49,1935.0,PI: Eliza Kempton,Unshrouding the Sub-Neptune Population: The Case of TOI-421b
-RHO01-CNC,NIRCam Grism Time Series,7.68,1952.0,PI: Renyu Hu,Determining the Atmospheric Composition of the Super-Earth 55 Cancri e
-RHO01-CNC,MIRI Low Resolution Spectroscopy,7.64,1952.0,PI: Renyu Hu,Determining the Atmospheric Composition of the Super-Earth 55 Cancri e
V-CT-CHA-B,MIRI Medium Resolution Spectroscopy,4.50,1958.0,PI: Christian Rab Co-PIs: Inga Kamp, Rens Waters, and Michael Migo Mueller,Spectroscopy of the Circumplanetary Disk around the Young Planet-mass Companion CT Cha b
LTT1445LTT1445-TARGETAQ,NIRSpec Bright Object Time Series,6.18,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
LTT1445LTT1445-TARGETAQ,NIRSpec Bright Object Time Series,6.18,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
WOLF-437WOLF437-TARGETAQ,NIRSpec Bright Object Time Series,5.14,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
WOLF-437WOLF437-TARGETAQ,NIRSpec Bright Object Time Series,5.14,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-357GJ357-TARGETAQ,NIRSpec Bright Object Time Series,6.35,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-357GJ357-TARGETAQ,NIRSpec Bright Object Time Series,6.35,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-1132GJ1132-TARGETAQ,NIRSpec Bright Object Time Series,5.59,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-1132GJ1132-TARGETAQ,NIRSpec Bright Object Time Series,5.59,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
L-98-59L-98-59-TARGETAQ,NIRSpec Bright Object Time Series,5.67,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
L-98-59L-98-59-TARGETAQ,NIRSpec Bright Object Time Series,5.67,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
L-98-59L-98-59-TARGETAQ,NIRSpec Bright Object Time Series,5.67,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-341,NIRCam Grism Time Series,7.00,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-341,NIRCam Grism Time Series,7.00,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-341,NIRCam Grism Time Series,7.00,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-4102GJ-4102-TARGETAQ,NIRSpec Bright Object Time Series,4.40,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-4102GJ-4102-TARGETAQ,NIRSpec Bright Object Time Series,4.40,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
GJ-4102GJ-4102-TARGETAQ,NIRSpec Bright Object Time Series,4.40,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
TRAPPIST-1,NIRSpec Bright Object Time Series,6.64,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
TRAPPIST-1,NIRSpec Bright Object Time Series,6.64,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
TRAPPIST-1,NIRSpec Bright Object Time Series,6.64,1981.0,PI: Kevin Stevenson Co-PIs: Jacob Lustig-Yaeger,Tell Me How I’m Supposed To Breathe With No Air: Measuring the Prevalence and Diversity of M-Dwarf Planet Atmospheres
TRAPPIST-1,MIRI Imaging,4.47,2304.0,PI: Laura Kreidberg,Hot Take on a Cool World: Does Trappist-1c Have an Atmosphere?
TRAPPIST-1,MIRI Imaging,4.47,2304.0,PI: Laura Kreidberg,Hot Take on a Cool World: Does Trappist-1c Have an Atmosphere?
TRAPPIST-1,MIRI Imaging,4.47,2304.0,PI: Laura Kreidberg,Hot Take on a Cool World: Does Trappist-1c Have an Atmosphere?
TRAPPIST-1,MIRI Imaging,4.47,2304.0,PI: Laura Kreidberg,Hot Take on a Cool World: Does Trappist-1c Have an Atmosphere?
TRAPPIST-1,NIRSpec Bright Object Time Series,6.23,2420.0,PI: Alexander Rathcke,Probing the Terrestrial Planet TRAPPIST-1c for the Presence of an Atmosphere
TRAPPIST-1,NIRSpec Bright Object Time Series,6.23,2420.0,PI: Alexander Rathcke,Probing the Terrestrial Planet TRAPPIST-1c for the Presence of an Atmosphere
TRAPPIST-1,NIRSpec Bright Object Time Series,6.23,2420.0,PI: Alexander Rathcke,Probing the Terrestrial Planet TRAPPIST-1c for the Presence of an Atmosphere
TRAPPIST-1,NIRSpec Bright Object Time Series,6.23,2420.0,PI: Alexander Rathcke,Probing the Terrestrial Planet TRAPPIST-1c for the Presence of an Atmosphere
TRAPPIST-1,NIRISS Single-Object Slitless Spectroscopy,6.52,2589.0,PI: Olivia Lim,Atmospheric Reconnaissance of the TRAPPIST-1 Planets
TRAPPIST-1,NIRISS Single-Object Slitless Spectroscopy,6.52,2589.0,PI: Olivia Lim,Atmospheric Reconnaissance of the TRAPPIST-1 Planets
